BUYER_COUNTY,BUYER_STATE,year,count,DOSAGE_UNIT,countyfips
ELK,KS,2007,343,58850,20049
ELK,KS,2008,376,93300,20049
ELK,KS,2009,370,109400,20049
ELK,KS,2010,347,107320,20049
ELK,KS,2011,433,141630,20049
ELK,KS,2012,527,162540,20049
ELK,PA,2006,3049,837300,42047
ELK,PA,2007,3483,983500,42047
ELK,PA,2008,3805,1116100,42047
ELK,PA,2009,3642,1120700,42047
ELK,PA,2010,4129,1212300,42047
ELK,PA,2011,4404,1276550,42047
ELK,PA,2012,4590,1351880,42047
ELKHART,IN,2006,10381,3892280,18039
ELKHART,IN,2007,12230,4813020,18039
ELKHART,IN,2008,13550,5456980,18039
ELKHART,IN,2009,14015,5975380,18039
ELKHART,IN,2010,16755,6502580,18039
ELKHART,IN,2011,17630,7299630,18039
ELKHART,IN,2012,18676,7754340,18039
ELKO,NV,2006,3715,1138100,32007
ELKO,NV,2007,4353,1437410,32007
ELKO,NV,2008,4571,1582340,32007
ELKO,NV,2009,5210,1805530,32007
ELKO,NV,2010,5679,1922100,32007
ELKO,NV,2011,5993,2027730,32007
ELKO,NV,2012,6359,2172810,32007
ELLIOTT,KY,2006,531,190100,21063
ELLIOTT,KY,2007,463,179500,21063
ELLIOTT,KY,2008,513,216540,21063
ELLIOTT,KY,2009,616,318900,21063
ELLIOTT,KY,2010,738,409700,21063
ELLIOTT,KY,2011,691,324500,21063
ELLIOTT,KY,2012,673,256000,21063
ELLIS,KS,2006,2465,834300,20051
ELLIS,KS,2007,2718,973300,20051
ELLIS,KS,2008,3014,1007580,20051
ELLIS,KS,2009,3324,1043100,20051
ELLIS,KS,2010,3878,1228800,20051
ELLIS,KS,2011,4196,1319500,20051
ELLIS,KS,2012,3825,1277800,20051
ELLIS,OK,2006,243,70400,40045
ELLIS,OK,2007,303,85530,40045
ELLIS,OK,2008,318,99300,40045
ELLIS,OK,2009,312,93800,40045
ELLIS,OK,2010,344,110100,40045
ELLIS,OK,2011,542,153930,40045
ELLIS,OK,2012,605,173560,40045
ELLIS,TX,2006,8920,2888050,48139
ELLIS,TX,2007,10645,3560570,48139
ELLIS,TX,2008,11607,3896520,48139
ELLIS,TX,2009,12122,4371070,48139
ELLIS,TX,2010,12709,4704960,48139
ELLIS,TX,2011,13090,5129410,48139
ELLIS,TX,2012,12471,5345970,48139
ELLSWORTH,KS,2006,397,126400,20053
ELLSWORTH,KS,2007,387,122770,20053
ELLSWORTH,KS,2008,469,155950,20053
ELLSWORTH,KS,2009,594,190170,20053
ELLSWORTH,KS,2010,630,238400,20053
ELLSWORTH,KS,2011,666,232840,20053
ELLSWORTH,KS,2012,636,252370,20053
ELMORE,AL,2006,6131,1949170,01051
ELMORE,AL,2007,6843,2484550,01051
ELMORE,AL,2008,7665,2862189,01051
ELMORE,AL,2009,8565,3192483,01051
ELMORE,AL,2010,9462,3377200,01051
ELMORE,AL,2011,11268,4248700,01051
ELMORE,AL,2012,11917,4766230,01051
ELMORE,ID,2006,1687,472100,16039
ELMORE,ID,2007,1705,441200,16039
ELMORE,ID,2008,1867,508000,16039
ELMORE,ID,2009,1798,566000,16039
ELMORE,ID,2010,2233,711020,16039
ELMORE,ID,2011,2371,787880,16039
ELMORE,ID,2012,2367,865540,16039
EMANUEL,GA,2006,2635,918750,13107
EMANUEL,GA,2007,2813,935970,13107
EMANUEL,GA,2008,3215,1097050,13107
EMANUEL,GA,2009,2834,950470,13107
EMANUEL,GA,2010,3504,1202510,13107
EMANUEL,GA,2011,3410,1251040,13107
EMANUEL,GA,2012,3560,1237850,13107
EMERY,UT,2006,947,621900,49015
EMERY,UT,2007,936,702300,49015
EMERY,UT,2008,1006,691200,49015
EMERY,UT,2009,1085,724850,49015
EMERY,UT,2010,1142,777300,49015
EMERY,UT,2011,1331,679300,49015
EMERY,UT,2012,1141,646900,49015
EMMET,IA,2006,456,105630,19063
EMMET,IA,2007,566,129200,19063
EMMET,IA,2008,603,135880,19063
EMMET,IA,2009,598,129700,19063
EMMET,IA,2010,633,150400,19063
EMMET,IA,2011,662,146700,19063
EMMET,IA,2012,559,164700,19063
EMMET,MI,2006,3511,1322475,26047
EMMET,MI,2007,3597,1319000,26047
EMMET,MI,2008,3964,1393180,26047
EMMET,MI,2009,4175,1492780,26047
EMMET,MI,2010,4634,1626300,26047
EMMET,MI,2011,4680,1746560,26047
EMMET,MI,2012,4327,1834110,26047
EMMONS,ND,2006,221,36300,38029
EMMONS,ND,2007,225,55200,38029
EMMONS,ND,2008,287,67300,38029
EMMONS,ND,2009,282,70440,38029
EMMONS,ND,2010,242,57400,38029
EMMONS,ND,2011,239,55760,38029
EMMONS,ND,2012,240,62370,38029
ERATH,TX,2006,2742,1021930,48143
ERATH,TX,2007,3185,1177390,48143
ERATH,TX,2008,3181,1241080,48143
ERATH,TX,2009,3150,1339620,48143
ERATH,TX,2010,3368,1430940,48143
ERATH,TX,2011,3310,1537020,48143
ERATH,TX,2012,2808,1332840,48143
ERIE,NY,2006,84021,37082204,36029
ERIE,NY,2007,91297,41632978,36029
ERIE,NY,2008,100059,44773786,36029
ERIE,NY,2009,100109,47179865,36029
ERIE,NY,2010,106673,48522250,36029
ERIE,NY,2011,110324,47848670,36029
ERIE,NY,2012,109624,45607080,36029
ERIE,OH,2006,5735,2459830,39043
ERIE,OH,2007,5922,2565610,39043
ERIE,OH,2008,6998,2895300,39043
ERIE,OH,2009,8525,3445430,39043
ERIE,OH,2010,9210,3690620,39043
ERIE,OH,2011,9309,3791790,39043
ERIE,OH,2012,8869,3556070,39043
ERIE,PA,2006,28279,7694275,42049
ERIE,PA,2007,31314,8740460,42049
ERIE,PA,2008,35663,9773320,42049
ERIE,PA,2009,35808,11016480,42049
ERIE,PA,2010,39100,12019730,42049
ERIE,PA,2011,41555,13394460,42049
ERIE,PA,2012,40463,13645030,42049
ESCAMBIA,AL,2006,4305,1585910,01053
ESCAMBIA,AL,2007,4246,1670530,01053
ESCAMBIA,AL,2008,4552,1979780,01053
ESCAMBIA,AL,2009,4725,2190400,01053
ESCAMBIA,AL,2010,6166,2797790,01053
ESCAMBIA,AL,2011,5840,2821410,01053
ESCAMBIA,AL,2012,5747,2785970,01053
ESCAMBIA,FL,2006,26811,11797650,12033
ESCAMBIA,FL,2007,30323,13785952,12033
ESCAMBIA,FL,2008,30647,15047608,12033
ESCAMBIA,FL,2009,30468,16386650,12033
ESCAMBIA,FL,2010,33911,17918908,12033
ESCAMBIA,FL,2011,34039,17822260,12033
ESCAMBIA,FL,2012,33066,15565320,12033
ESSEX,MA,2006,35361,18043645,25009
ESSEX,MA,2007,39234,21362830,25009
ESSEX,MA,2008,41147,21984960,25009
ESSEX,MA,2009,43229,24224555,25009
ESSEX,MA,2010,43368,26421740,25009
ESSEX,MA,2011,45235,29223792,25009
ESSEX,MA,2012,48257,29718360,25009
ESSEX,NJ,2006,34823,11861324,34013
ESSEX,NJ,2007,36420,11885341,34013
ESSEX,NJ,2008,37746,13302670,34013
ESSEX,NJ,2009,38013,12935500,34013
ESSEX,NJ,2010,38907,13693400,34013
ESSEX,NJ,2011,39855,15601970,34013
ESSEX,NJ,2012,37728,14220590,34013
ESSEX,NY,2006,2152,695556,36031
ESSEX,NY,2007,2216,685764,36031
ESSEX,NY,2008,2503,820396,36031
ESSEX,NY,2009,2733,924676,36031
ESSEX,NY,2010,3063,1024962,36031
ESSEX,NY,2011,3407,1139942,36031
ESSEX,NY,2012,3363,1142042,36031
ESSEX,VA,2006,1298,345600,51057
ESSEX,VA,2007,1202,305400,51057
ESSEX,VA,2008,1283,351330,51057
ESSEX,VA,2009,1283,394900,51057
ESSEX,VA,2010,1477,437900,51057
ESSEX,VA,2011,1604,489690,51057
ESSEX,VA,2012,1631,468130,51057
ESSEX,VT,2006,27,18100,50009
ESSEX,VT,2007,18,12900,50009
ESSEX,VT,2008,17,10400,50009
ESSEX,VT,2009,11,6700,50009
ESSEX,VT,2010,11,7200,50009
ESSEX,VT,2011,12,6900,50009
ESSEX,VT,2012,14,8000,50009
ESTILL,KY,2006,851,477380,21065
ESTILL,KY,2007,1065,608200,21065
ESTILL,KY,2008,1182,684520,21065
ESTILL,KY,2009,1449,809700,21065
ESTILL,KY,2010,1943,982627,21065
ESTILL,KY,2011,3338,1490970,21065
ESTILL,KY,2012,3180,1444720,21065
ETOWAH,AL,2006,11842,5738740.8,01055
ETOWAH,AL,2007,13901,6294060,01055
ETOWAH,AL,2008,14956,7287780,01055
ETOWAH,AL,2009,15685,7817320,01055
ETOWAH,AL,2010,16498,8348660,01055
ETOWAH,AL,2011,18758,9486700,01055
ETOWAH,AL,2012,20261,10150160,01055
EUREKA,NV,2006,1,100,32011
EUREKA,NV,2007,1,100,32011
EUREKA,NV,2008,1,100,32011
EVANGELINE,LA,2006,4834,1876410,22039
EVANGELINE,LA,2007,4884,2083360,22039
EVANGELINE,LA,2008,5285,2355000,22039
EVANGELINE,LA,2009,5239,2473710,22039
EVANGELINE,LA,2010,5073,2352400,22039
EVANGELINE,LA,2011,5521,2757140,22039
EVANGELINE,LA,2012,5958,3178310,22039
EVANS,GA,2006,1275,560660,13109
EVANS,GA,2007,1594,714120,13109
EVANS,GA,2008,1612,826580,13109
EVANS,GA,2009,1695,789550,13109
EVANS,GA,2010,1977,816120,13109
EVANS,GA,2011,2065,892020,13109
EVANS,GA,2012,1825,860700,13109
FAIRBANKS NORTH STAR,AK,2006,5654,1848900,02090
FAIRBANKS NORTH STAR,AK,2007,5954,1888160,02090
FAIRBANKS NORTH STAR,AK,2008,6325,2034370,02090
FAIRBANKS NORTH STAR,AK,2009,7130,2391940,02090
FAIRBANKS NORTH STAR,AK,2010,7716,2678260,02090
FAIRBANKS NORTH STAR,AK,2011,8835,3049670,02090
FAIRBANKS NORTH STAR,AK,2012,8296,2957320,02090
FAIRFAX,VA,2006,35693,11575225,51059
FAIRFAX,VA,2007,36947,12657832,51059
FAIRFAX,VA,2008,37065,13738730,51059
FAIRFAX,VA,2009,38358,15207570,51059
FAIRFAX,VA,2010,40471,16219264,51059
FAIRFAX,VA,2011,42030,17436455,51059
FAIRFAX,VA,2012,44459,16932990,51059
FAIRFAX CITY,VA,2006,2476,668485,51600
FAIRFAX CITY,VA,2007,2451,647053,51600
FAIRFAX CITY,VA,2008,2701,704920,51600
FAIRFAX CITY,VA,2009,2848,783520,51600
FAIRFAX CITY,VA,2010,3097,825840,51600
FAIRFAX CITY,VA,2011,2990,839510,51600
FAIRFAX CITY,VA,2012,2962,834930,51600
FAIRFIELD,CT,2006,48260,15292146,09001
FAIRFIELD,CT,2007,52636,17047912,09001
FAIRFIELD,CT,2008,54085,18219284,09001
FAIRFIELD,CT,2009,53989,18928010.00369,09001
FAIRFIELD,CT,2010,56291,19915241.32,09001
FAIRFIELD,CT,2011,59495,21727995.67,09001
FAIRFIELD,CT,2012,60548,22001310,09001
FAIRFIELD,OH,2006,9465,4457390,39045
FAIRFIELD,OH,2007,10923,5246230,39045
FAIRFIELD,OH,2008,12282,5966320,39045
FAIRFIELD,OH,2009,13790,6594970,39045
FAIRFIELD,OH,2010,14512,6422200,39045
FAIRFIELD,OH,2011,14550,6534170,39045
FAIRFIELD,OH,2012,15177,6462720,39045
FAIRFIELD,SC,2006,1248,377100,45039
FAIRFIELD,SC,2007,1374,425650,45039
FAIRFIELD,SC,2008,1464,502020,45039
FAIRFIELD,SC,2009,1496,567600,45039
FAIRFIELD,SC,2010,1656,641500,45039
FAIRFIELD,SC,2011,1633,719900,45039
FAIRFIELD,SC,2012,1533,753050,45039
FAJARDO,PR,2006,449,185900,NA
FAJARDO,PR,2007,434,201300,NA
FAJARDO,PR,2008,355,158300,NA
FAJARDO,PR,2009,353,173300,NA
FAJARDO,PR,2010,547,237600,NA
FAJARDO,PR,2011,477,209000,NA
FAJARDO,PR,2012,426,189430,NA
FALL RIVER,SD,2006,710,164600,46047
FALL RIVER,SD,2007,805,189400,46047
FALL RIVER,SD,2008,920,209400,46047
FALL RIVER,SD,2009,923,221340,46047
FALL RIVER,SD,2010,925,250180,46047
FALL RIVER,SD,2011,881,281130,46047
FALL RIVER,SD,2012,856,282100,46047
FALLON,MT,2006,259,88400,30025
FALLON,MT,2007,278,83400,30025
FALLON,MT,2008,332,93800,30025
FALLON,MT,2009,326,103600,30025
FALLON,MT,2010,284,87800,30025
FALLON,MT,2011,329,95700,30025
FALLON,MT,2012,285,107800,30025
FALLS,TX,2006,1620,535580,48145
FALLS,TX,2007,1672,595590,48145
FALLS,TX,2008,1366,353860,48145
FALLS,TX,2009,1665,436930,48145
FALLS,TX,2010,1942,527480,48145
FALLS,TX,2011,2300,797580,48145
FALLS,TX,2012,2158,871790,48145
FALLS CHURCH CITY,VA,2006,1257,629350,51610
FALLS CHURCH CITY,VA,2007,1262,657608,51610
FALLS CHURCH CITY,VA,2008,1307,718180,51610
FALLS CHURCH CITY,VA,2009,1365,753160,51610
FALLS CHURCH CITY,VA,2010,1565,932740,51610
FALLS CHURCH CITY,VA,2011,1787,980880,51610
FALLS CHURCH CITY,VA,2012,1503,812670,51610
FANNIN,GA,2006,2812,989172,13111
FANNIN,GA,2007,3811,1285750,13111
FANNIN,GA,2008,4199,1450670,13111
FANNIN,GA,2009,4751,1761720,13111
FANNIN,GA,2010,5992,2063370,13111
FANNIN,GA,2011,4736,1683320,13111
FANNIN,GA,2012,4253,1630040,13111
FANNIN,TX,2006,2949,868175,48147
FANNIN,TX,2007,3305,982940,48147
FANNIN,TX,2008,3557,1026720,48147
FANNIN,TX,2009,3773,1122020,48147
FANNIN,TX,2010,3945,1131200,48147
FANNIN,TX,2011,4157,1277340,48147
FANNIN,TX,2012,3840,1349140,48147
FARIBAULT,MN,2006,686,156500,27043
FARIBAULT,MN,2007,759,177000,27043
FARIBAULT,MN,2008,858,180540,27043
FARIBAULT,MN,2009,813,201180,27043
FARIBAULT,MN,2010,868,231820,27043
FARIBAULT,MN,2011,1003,280730,27043
FARIBAULT,MN,2012,1043,284700,27043
FAULK,SD,2006,90,31200,46049
FAULK,SD,2007,98,28100,46049
FAULK,SD,2008,123,37800,46049
FAULK,SD,2009,174,36300,46049
FAULK,SD,2010,209,50700,46049
FAULK,SD,2011,237,51200,46049
FAULK,SD,2012,235,56300,46049
FAULKNER,AR,2006,7443,2197010,05045
FAULKNER,AR,2007,8406,2525110,05045
FAULKNER,AR,2008,9775,3023180,05045
FAULKNER,AR,2009,11103,3467690,05045
FAULKNER,AR,2010,12174,3923400,05045
FAULKNER,AR,2011,13647,4432850,05045
FAULKNER,AR,2012,14685,4752120,05045
FAUQUIER,VA,2006,5265,1808800,51061
FAUQUIER,VA,2007,5746,2110220,51061
FAUQUIER,VA,2008,6449,2426290,51061
FAUQUIER,VA,2009,6999,2791452.00298,51061
FAUQUIER,VA,2010,7369,2917692.00036,51061
FAUQUIER,VA,2011,7178,2985840,51061
FAUQUIER,VA,2012,6617,2737500,51061
FAYETTE,AL,2006,1633,509570,01057
FAYETTE,AL,2007,1690,585300,01057
FAYETTE,AL,2008,1657,667240,01057
FAYETTE,AL,2009,1743,666000,01057
FAYETTE,AL,2010,1879,705660,01057
FAYETTE,AL,2011,2158,839790,01057
FAYETTE,AL,2012,2528,940870,01057
FAYETTE,GA,2006,9768,2324194.88225,13113
FAYETTE,GA,2007,10714,2640173.5,13113
FAYETTE,GA,2008,11663,2849252.125,13113
FAYETTE,GA,2009,11839,3105012.5,13113
FAYETTE,GA,2010,11463,3202810,13113
FAYETTE,GA,2011,12185,3564860,13113
FAYETTE,GA,2012,12983,3701370,13113
FAYETTE,IA,2006,1119,391500,19065
FAYETTE,IA,2007,1399,467420,19065
FAYETTE,IA,2008,1551,516400,19065
FAYETTE,IA,2009,1670,533800,19065
FAYETTE,IA,2010,1841,601300,19065
FAYETTE,IA,2011,2088,693000,19065
FAYETTE,IA,2012,1636,679590,19065
FAYETTE,IL,2006,1494,405400,17051
FAYETTE,IL,2007,1465,432660,17051
FAYETTE,IL,2008,1669,455190,17051
FAYETTE,IL,2009,1829,520360,17051
FAYETTE,IL,2010,2029,532000,17051
FAYETTE,IL,2011,2298,623060,17051
FAYETTE,IL,2012,2156,713710,17051
FAYETTE,IN,2006,4766,1916700,18041
FAYETTE,IN,2007,4965,2042800,18041
FAYETTE,IN,2008,5412,2309100,18041
FAYETTE,IN,2009,4817,2488450,18041
FAYETTE,IN,2010,4753,2601600,18041
FAYETTE,IN,2011,5115,2757360,18041
FAYETTE,IN,2012,5377,2765340,18041
FAYETTE,KY,2006,24210,9351209,21067
FAYETTE,KY,2007,27215,10801538,21067
FAYETTE,KY,2008,28338,11506491,21067
FAYETTE,KY,2009,28078,11491722,21067
FAYETTE,KY,2010,29635,12119690,21067
FAYETTE,KY,2011,31975,13405414,21067
FAYETTE,KY,2012,31842,12273372,21067
FAYETTE,OH,2006,2405,1160640,39047
FAYETTE,OH,2007,2902,1432000,39047
FAYETTE,OH,2008,3188,1581150,39047
FAYETTE,OH,2009,2919,1589500,39047
FAYETTE,OH,2010,3264,1574300,39047
FAYETTE,OH,2011,3471,1659500,39047
FAYETTE,OH,2012,3729,1555930,39047
FAYETTE,PA,2006,17082,5892580,42051
FAYETTE,PA,2007,20029,7472690,42051
FAYETTE,PA,2008,21827,8377010,42051
FAYETTE,PA,2009,21844,8752970,42051
FAYETTE,PA,2010,22785,9058310,42051
FAYETTE,PA,2011,22882,9308120,42051
FAYETTE,PA,2012,24136,9477870,42051
FAYETTE,TN,2006,2424,606800,47047
FAYETTE,TN,2007,2547,705030,47047
FAYETTE,TN,2008,3450,876300,47047
FAYETTE,TN,2009,3684,1055240,47047
FAYETTE,TN,2010,3491,1095260,47047
FAYETTE,TN,2011,3931,1233910,47047
FAYETTE,TN,2012,4287,1308440,47047
FAYETTE,TX,2006,2291,559260,48149
FAYETTE,TX,2007,2674,694150,48149
FAYETTE,TX,2008,2921,789060,48149
FAYETTE,TX,2009,2654,791660,48149
FAYETTE,TX,2010,3090,856960,48149
FAYETTE,TX,2011,3394,926880,48149
FAYETTE,TX,2012,2820,900750,48149
FAYETTE,WV,2006,5938,2109700,54019
FAYETTE,WV,2007,6727,2602580,54019
FAYETTE,WV,2008,7468,2900860,54019
FAYETTE,WV,2009,7243,3120170,54019
FAYETTE,WV,2010,7678,3027700,54019
FAYETTE,WV,2011,7693,3071790,54019
FAYETTE,WV,2012,7834,3199140,54019
FENTRESS,TN,2006,3241,1552170,47049
FENTRESS,TN,2007,3745,1844980,47049
FENTRESS,TN,2008,4223,2198120,47049
FENTRESS,TN,2009,4327,2528050,47049
FENTRESS,TN,2010,5011,2802350,47049
FENTRESS,TN,2011,4916,2725990,47049
FENTRESS,TN,2012,5217,2724920,47049
FERGUS,MT,2006,925,314600,30027
FERGUS,MT,2007,739,230360,30027
FERGUS,MT,2008,847,221520,30027
FERGUS,MT,2009,913,230390,30027
FERGUS,MT,2010,1376,392080,30027
FERGUS,MT,2011,1512,444800,30027
FERGUS,MT,2012,1470,450200,30027
FERRY,WA,2006,472,209400,53019
FERRY,WA,2007,484,246960,53019
FERRY,WA,2008,664,294200,53019
FERRY,WA,2009,780,285600,53019
FERRY,WA,2010,656,312700,53019
FERRY,WA,2011,651,353400,53019
FERRY,WA,2012,589,361500,53019
FILLMORE,MN,2006,848,213800,27045
FILLMORE,MN,2007,866,227300,27045
FILLMORE,MN,2008,841,227500,27045
FILLMORE,MN,2009,776,192500,27045
FILLMORE,MN,2010,879,210120,27045
FILLMORE,MN,2011,914,235400,27045
FILLMORE,MN,2012,896,214550,27045
FILLMORE,NE,2006,394,103900,31059
FILLMORE,NE,2007,395,102000,31059
FILLMORE,NE,2008,453,115540,31059
FILLMORE,NE,2009,417,116200,31059
FILLMORE,NE,2010,358,115100,31059
FILLMORE,NE,2011,333,121100,31059
FILLMORE,NE,2012,345,127100,31059
FINNEY,KS,2006,2184,636490,20055
FINNEY,KS,2007,2403,682900,20055
FINNEY,KS,2008,2752,814320,20055
FINNEY,KS,2009,3137,870400,20055
FINNEY,KS,2010,3320,902500,20055
FINNEY,KS,2011,3471,1041060,20055
FINNEY,KS,2012,3743,1124710,20055
FISHER,TX,2006,128,52200,48151
FISHER,TX,2007,175,69400,48151
FISHER,TX,2008,269,88240,48151
FISHER,TX,2009,311,96570,48151
FISHER,TX,2010,359,98800,48151
FISHER,TX,2011,408,116350,48151
FISHER,TX,2012,425,112960,48151
FLAGLER,FL,2006,7452,2547010,12035
FLAGLER,FL,2007,7771,2848475,12035
FLAGLER,FL,2008,8118,3236420,12035
FLAGLER,FL,2009,8743,4015270,12035
FLAGLER,FL,2010,9176,4201560,12035
FLAGLER,FL,2011,9634,4346420,12035
FLAGLER,FL,2012,10160,4394910,12035
FLATHEAD,MT,2006,11485,4059170,30029
FLATHEAD,MT,2007,12326,4208044,30029
FLATHEAD,MT,2008,13893,4671444,30029
FLATHEAD,MT,2009,13798,4779718,30029
FLATHEAD,MT,2010,13813,4759960,30029
FLATHEAD,MT,2011,13298,4829650,30029
FLATHEAD,MT,2012,12637,4756320,30029
FLEMING,KY,2006,1372,490300,21069
FLEMING,KY,2007,1541,537980,21069
FLEMING,KY,2008,1827,625800,21069
FLEMING,KY,2009,1923,655330,21069
FLEMING,KY,2010,1917,733100,21069
FLEMING,KY,2011,2161,861400,21069
FLEMING,KY,2012,2063,814100,21069
FLORENCE,SC,2006,14010,6527000,45041
FLORENCE,SC,2007,15026,7157450,45041
FLORENCE,SC,2008,15677,7648560,45041
FLORENCE,SC,2009,16388,8582570,45041
FLORENCE,SC,2010,17307,9188790,45041
FLORENCE,SC,2011,18591,10353570,45041
FLORENCE,SC,2012,19555,10987020,45041
FLORIDA,PR,2006,30,13900,NA
FLORIDA,PR,2007,19,5800,NA
FLORIDA,PR,2008,19,8600,NA
FLORIDA,PR,2009,31,13520,NA
FLORIDA,PR,2010,46,22200,NA
FLORIDA,PR,2011,39,22300,NA
FLORIDA,PR,2012,42,37880,NA
FLOYD,GA,2006,13412,5103135,13115
FLOYD,GA,2007,15896,6074230,13115
FLOYD,GA,2008,17733,6775920,13115
FLOYD,GA,2009,18342,7489345,13115
FLOYD,GA,2010,18550,7790625,13115
FLOYD,GA,2011,19602,8633820,13115
FLOYD,GA,2012,19539,8594440,13115
FLOYD,IA,2006,753,203800,19067
FLOYD,IA,2007,746,209760,19067
FLOYD,IA,2008,873,248000,19067
FLOYD,IA,2009,899,271600,19067
FLOYD,IA,2010,941,281000,19067
FLOYD,IA,2011,970,328300,19067
FLOYD,IA,2012,849,369900,19067
FLOYD,IN,2006,12220,4857170,18043
FLOYD,IN,2007,13105,5693779,18043
FLOYD,IN,2008,14137,6710996,18043
FLOYD,IN,2009,13946,7103685,18043
FLOYD,IN,2010,14418,7480734,18043
FLOYD,IN,2011,14234,7719202,18043
FLOYD,IN,2012,14768,7541370,18043
FLOYD,KY,2006,7784,3677714,21071
FLOYD,KY,2007,8848,4325450,21071
FLOYD,KY,2008,10109,5389620,21071
FLOYD,KY,2009,11759,6837160,21071
FLOYD,KY,2010,14645,8752740,21071
FLOYD,KY,2011,16369,9804010,21071
FLOYD,KY,2012,16428,8573740,21071
FLOYD,TX,2006,198,82950,48153
FLOYD,TX,2007,200,80110,48153
FLOYD,TX,2008,264,102990,48153
FLOYD,TX,2009,284,105200,48153
FLOYD,TX,2010,310,108200,48153
FLOYD,TX,2011,342,135900,48153
FLOYD,TX,2012,343,147920,48153
FLOYD,VA,2006,678,229230,51063
FLOYD,VA,2007,777,298300,51063
FLOYD,VA,2008,895,324400,51063
FLOYD,VA,2009,1043,365630,51063
FLOYD,VA,2010,1314,453370,51063
FLOYD,VA,2011,1486,585490,51063
FLOYD,VA,2012,1336,565490,51063
FLUVANNA,VA,2006,839,264500,51065
FLUVANNA,VA,2007,993,279400,51065
FLUVANNA,VA,2008,860,353800,51065
FLUVANNA,VA,2009,926,393260,51065
FLUVANNA,VA,2010,1040,471200,51065
FLUVANNA,VA,2011,1165,583800,51065
FLUVANNA,VA,2012,1122,580120,51065
FOARD,TX,2006,108,20700,48155
FOARD,TX,2007,99,19200,48155
FOARD,TX,2008,157,27600,48155
FOARD,TX,2009,129,25500,48155
FOARD,TX,2010,115,21800,48155
FOARD,TX,2011,178,30600,48155
FOARD,TX,2012,166,31100,48155
FOND DU LAC,WI,2006,5615,2215060,55039
FOND DU LAC,WI,2007,6250,2352370,55039
FOND DU LAC,WI,2008,7350,2509010,55039
FOND DU LAC,WI,2009,7392,2576710,55039
FOND DU LAC,WI,2010,8269,2833990,55039
FOND DU LAC,WI,2011,8592,3016680,55039
FOND DU LAC,WI,2012,8890,3078770,55039
FORD,IL,2006,836,305700,17053
FORD,IL,2007,641,299900,17053
FORD,IL,2008,847,353860,17053
FORD,IL,2009,955,447640,17053
FORD,IL,2010,865,523410,17053
FORD,IL,2011,830,508580,17053
FORD,IL,2012,578,574880,17053
FORD,KS,2006,2363,702070,20057
FORD,KS,2007,2931,862030,20057
FORD,KS,2008,3197,946680,20057
FORD,KS,2009,3115,919700,20057
FORD,KS,2010,3544,994940,20057
FORD,KS,2011,3680,1061330,20057
FORD,KS,2012,3636,1143960,20057
FOREST,PA,2006,696,111760,42053
FOREST,PA,2007,592,112860,42053
FOREST,PA,2008,528,138780,42053
FOREST,PA,2009,607,158640,42053
FOREST,PA,2010,695,178100,42053
FOREST,PA,2011,651,163800,42053
FOREST,PA,2012,583,152430,42053
FOREST,WI,2006,700,206400,55041
FOREST,WI,2007,806,227000,55041
FOREST,WI,2008,813,229100,55041
FOREST,WI,2009,1030,272400,55041
FOREST,WI,2010,1135,289100,55041
FOREST,WI,2011,1149,284300,55041
FOREST,WI,2012,1016,296300,55041
FORREST,MS,2006,11738,4676770,28035
FORREST,MS,2007,12623,5012420,28035
FORREST,MS,2008,12802,5501790,28035
FORREST,MS,2009,12913,6371880,28035
FORREST,MS,2010,14432,7559890,28035
FORREST,MS,2011,15102,8010980,28035
FORREST,MS,2012,15574,8471850,28035
FORSYTH,GA,2006,7957,2494125,13117
FORSYTH,GA,2007,9147,3028480,13117
FORSYTH,GA,2008,10253,3508250,13117
FORSYTH,GA,2009,11351,4149590,13117
FORSYTH,GA,2010,12770,4474520,13117
FORSYTH,GA,2011,13761,4726730,13117
FORSYTH,GA,2012,13486,4780330,13117
FORSYTH,NC,2006,27546,9373500,37067
FORSYTH,NC,2007,30978,10996380,37067
FORSYTH,NC,2008,34286,12048846,37067
FORSYTH,NC,2009,35687,13388186,37067
FORSYTH,NC,2010,39055,14379722,37067
FORSYTH,NC,2011,40619,15878294,37067
FORSYTH,NC,2012,41037,17038490,37067
FORT BEND,TX,2006,21513,12548310,48157
FORT BEND,TX,2007,24913,13585910,48157
FORT BEND,TX,2008,26742,13103960,48157
FORT BEND,TX,2009,28734,15088360,48157
FORT BEND,TX,2010,30960,15807616,48157
FORT BEND,TX,2011,34119,17150400,48157
FORT BEND,TX,2012,33083,15782558,48157
FOSTER,ND,2006,237,54100,38031
FOSTER,ND,2007,259,59400,38031
FOSTER,ND,2008,363,76940,38031
FOSTER,ND,2009,504,94100,38031
FOSTER,ND,2010,680,129200,38031
FOSTER,ND,2011,739,157700,38031
FOSTER,ND,2012,781,157700,38031
FOUNTAIN,IN,2006,1269,699420,18045
FOUNTAIN,IN,2007,1617,1006630,18045
FOUNTAIN,IN,2008,1707,1089730,18045
FOUNTAIN,IN,2009,1507,1152100,18045
FOUNTAIN,IN,2010,1717,1154100,18045
FOUNTAIN,IN,2011,1757,1267630,18045
FOUNTAIN,IN,2012,1754,1313650,18045
FRANKLIN,AL,2006,5160,2047840,01059
FRANKLIN,AL,2007,5753,2310280,01059
FRANKLIN,AL,2008,5892,2653600,01059
FRANKLIN,AL,2009,6368,2675460,01059
